,contrast,energy,homogeneity,correlation,dissimilarity,ASM,Type
1540,0.21917892156862745,0.6280163357151204,0.9486152845019628,0.9738309770170771,0.12064950980392157,0.3944045179250468,1
810,0.3011948529411765,0.6041015741412167,0.9375823712403513,0.9630616766768662,0.14938725490196078,0.36493871187989596,0
1970,0.25854779411764717,0.5929440920334931,0.9413592098802956,0.971076431444367,0.13915441176470592,0.3515826962774235,1
1701,0.47624080882352937,0.45204215823492744,0.8838273453742203,0.9700601708577947,0.2675704656862745,0.20434211282169118,1
1130,0.27291666666666664,0.5647019384076059,0.9362206388914867,0.9703246653253788,0.15006127450980394,0.3188882792413074,1
1784,0.342172181372549,0.4781468908246017,0.9120814609650574,0.9670916085220999,0.20099571078431375,0.2286244492052336,1
597,0.3184129901960784,0.6140867798081818,0.9431106750132485,0.9686281398408199,0.14427083333333332,0.3771025731351824,0
1690,0.3319393382352941,0.42802390748637154,0.8796780384948097,0.9462177560381121,0.2558057598039216,0.18320446537990195,1
178,0.2418504901960785,0.6350773205257405,0.9465763330371897,0.9695930694488029,0.1275735294117647,0.4033232030461542,0
573,0.4264705882352941,0.5806155584962823,0.9144732566776254,0.9526094583442795,0.20762867647058825,0.3371144267679499,0
368,0.3538296568627451,0.4314756257361764,0.9075547068145469,0.9732619074556771,0.21130514705882356,0.186171215604425,0
1542,0.23054534313725492,0.6337365168488082,0.9483078704286533,0.972575880803182,0.12282475490196078,0.40162197278765976,1
212,0.22735906862745098,0.6233107326023778,0.9400772031097507,0.9764472300498401,0.13682598039215685,0.3885162693773129,0
1753,0.39949448529411763,0.4192488309085993,0.8899734822700328,0.9637513330010015,0.2467984068627451,0.1757695822182273,1
1945,0.22683823529411767,0.5201355678673072,0.943360454628837,0.9824659396126669,0.1305453431372549,0.27054100896064615,1
15,0.15162377450980394,0.7496050555741273,0.964299627557089,0.9862530215642443,0.0834558823529412,0.5619077393422904,0
164,0.36331188725490193,0.5664423939716615,0.914886616116882,0.9598720385640094,0.20013786764705882,0.32085698568834703,0
474,0.5572763480392157,0.6636256570533138,0.9217169868872398,0.953587216370068,0.21309742647058824,0.44039901269944237,0
874,0.35337009803921565,0.6328341033087262,0.9287320013152625,0.9717863798210303,0.174203431372549,0.40047900231055966,0
1982,0.44306066176470577,0.3903658928955483,0.8534065886696184,0.9466180596726927,0.3172334558823529,0.1523855303361387,1
288,0.4380821078431373,0.5671563256991861,0.9067890708365405,0.9540089311239619,0.22349877450980393,0.32166629778060124,0
695,0.17359068627450974,0.743156525770886,0.9672127426701387,0.9806541989864367,0.08112745098039215,0.5522816217958535,0
1371,0.34387254901960784,0.47641240354666015,0.9083083009313544,0.9682273017152878,0.20778186274509808,0.22696877825310574,1
1393,0.24033394607843134,0.3998602441485127,0.9166888128271669,0.978085026646399,0.1785079656862745,0.15988821485050816,1
956,0.5036764705882353,0.5076864820680819,0.8932642607672884,0.9501295265768238,0.25879289215686274,0.2577455640746648,0
418,0.42447916666666663,0.5992099612171748,0.9136910794295096,0.9547379709937289,0.21011029411764703,0.35905257762188825,0
1896,0.42666973039215694,0.4583342799948609,0.8916029670665807,0.9596860592434726,0.24787071078431372,0.21007031221840758,1
522,0.5504595588235294,0.553565024664332,0.9048599692735722,0.9441862911929066,0.24258578431372552,0.30643423653162244,0
892,0.24966299019607843,0.6133490987555164,0.940312609780062,0.9781444091724214,0.13838848039215687,0.3761971169442041,0
584,0.4931066176470588,0.6334716190169402,0.9287962373389493,0.9562767074096866,0.1910845588235294,0.4012862920999434,0
450,0.30502450980392165,0.5883984703177387,0.9353154981571938,0.9706610752956224,0.15499387254901964,0.3462127598722548,0
133,0.29405637254901956,0.5718089433236687,0.928878737917449,0.9677232220346801,0.16574754901960784,0.3269654676649306,0
56,0.3489889705882352,0.6183990002643194,0.9417414193955066,0.962825637348673,0.14901960784313723,0.3824173235279097,0
592,0.3755821078431373,0.5121336798940248,0.908241532997264,0.9623932551511619,0.21240808823529414,0.26228090608179544,0
1576,0.3613817401960785,0.3807327833593092,0.8651097188026797,0.9716867959055272,0.28484987745098045,0.14495745232452667,1
144,0.32478553921568626,0.623748181297834,0.9445068528986134,0.9660152423022115,0.14105392156862745,0.3890617936723556,0
16,0.32034313725490193,0.7128796573461914,0.9437167591966468,0.9622102799112141,0.14375000000000002,0.5081974058580232,0
889,0.16740196078431374,0.7087105971826863,0.9618325597023691,0.9814309174199696,0.090625,0.5022707105590398,0
45,0.321047794117647,0.6199239322713893,0.9282995604151528,0.9689973197392258,0.16930147058823525,0.3843056818028221,0
886,0.28823529411764715,0.6058532123007717,0.9446281940377963,0.9710919682025156,0.13707107843137256,0.367058114855164,0
302,0.2845281862745098,0.5879631799344376,0.9251815452746467,0.9689578803870604,0.17092524509803927,0.3457007009586158,0
977,0.2881433823529411,0.6116371520462587,0.9367569080509175,0.9729167286403899,0.15064338235294117,0.3741000057632582,0
1768,0.2930759803921569,0.39595676124102913,0.9135781061537982,0.9725955007133105,0.1906862745098039,0.15678175677248535,1
1338,0.6675091911764706,0.33045642236860057,0.8324464646848405,0.9436607038316229,0.38454350490196076,0.10920144708465494,1
1723,0.31979166666666664,0.43406749541937006,0.9031157949605182,0.9710894024774883,0.21439950980392158,0.18841459057964485,1
1879,0.3738511029411765,0.4261913852857897,0.9030554412169356,0.9718278506310002,0.2221047794117647,0.18163909689182045,1
929,0.2522977941176471,0.5394446480976869,0.9458690176984943,0.9816257337370978,0.12931985294117648,0.2910005283612373,0
1685,0.5559742647058823,0.32370540625866906,0.8219172106212548,0.9568529876172625,0.38820465686274513,0.10478519004108997,1
214,0.42340686274509803,0.6288668078216304,0.9291645479489339,0.9493105425896833,0.18152573529411764,0.3954734619797674,0
651,0.3837622549019608,0.5909444716252111,0.9372726791370822,0.9633714792364173,0.1625,0.34921536854439994,0
1774,0.19846813725490198,0.5532481245918373,0.9390100940706481,0.9816157553763019,0.13419117647058826,0.3060834873643851,1
526,0.43238357843137243,0.6183556737889587,0.9271650226634005,0.9627541178044537,0.186703431372549,0.3823637393069972,0
860,0.528094362745098,0.6292254895051039,0.927483639023972,0.9469203678741899,0.1967830882352941,0.3959247166429377,0
370,0.12267156862745099,0.736801597256149,0.9718909267265669,0.9870364179842228,0.06654411764705882,0.5428765937192125,0
1766,0.39002757352941175,0.5008869456224335,0.8941811327189246,0.9626036385664316,0.24002757352941173,0.2508877322949707,1
714,0.33952205882352937,0.6217129133376825,0.9294211368508514,0.9707496183312586,0.17205882352941176,0.3865269466108287,0
1863,0.42731311274509803,0.3904370601086737,0.8931882742679131,0.9605030782140123,0.24453125,0.15244109790630408,1
7,0.6380667892156862,0.567601595123134,0.9095084201307708,0.9601997488000908,0.2461856617647059,0.3221715707863262,0
697,0.28278186274509803,0.5447106438652698,0.9211206910763573,0.9781977292559267,0.1774203431372549,0.29670968554011673,0
1705,0.2203125,0.624490196912926,0.9496892244836665,0.9811762451565589,0.11798406862745098,0.38998800604034506,1
1049,0.21211703431372547,0.4457136878728132,0.9272842430241328,0.976961819831914,0.1563878676470588,0.19866069155718352,1
1075,0.28658088235294116,0.33347188742927353,0.8918111192440777,0.9716602192444256,0.22791053921568627,0.11120349970564207,1
797,0.47513786764705873,0.6274212673108119,0.9237395102340495,0.9544041725236591,0.19946384803921563,0.39365744667390534,0
1664,0.510202205882353,0.30975083582516444,0.8522117711353221,0.955280799956804,0.328890931372549,0.09594558029438799,1
278,0.4390624999999999,0.6254246998144921,0.9365553095932635,0.9552459357920401,0.16963848039215684,0.39115605513804763,0
964,0.25543811274509803,0.553406027628586,0.932187784191731,0.9768065059435923,0.1546109068627451,0.3062582314156514,0
805,0.1659773284313725,0.7137944331835308,0.9587114855947576,0.9903945891997327,0.09480698529411763,0.5095024928437979,0
1163,0.23909313725490197,0.3601162506607579,0.9031718569780853,0.9727671864798177,0.20122549019607847,0.1296837139899618,1
817,0.3868566176470589,0.5770591988337105,0.9133298763479346,0.9631464582742036,0.20670955882352943,0.3329973189586038,0
1627,0.9646752450980391,0.3029037536709959,0.7794814255881514,0.9015755032262328,0.5204044117647059,0.09175068398797939,1
1059,0.2404718137254902,0.6227066978228356,0.9386207116835361,0.9717473838313353,0.14172794117647058,0.38776363151342025,1
1043,0.20989583333333334,0.5578251934422375,0.9437406147413716,0.9764495046279729,0.12794117647058822,0.3111689464388696,1
1102,0.20568321078431373,0.37708203396100537,0.916163584919262,0.9792270696879183,0.17400428921568628,0.1421908603361688,1
1997,0.2872395833333333,0.3284227242697332,0.8836269311174696,0.9617870866510493,0.24162071078431374,0.10786148581675317,1
1133,0.32628676470588236,0.4891490541495151,0.9216805813832198,0.9680823633980802,0.18318014705882354,0.23926679717536525,1
307,0.36620710784313726,0.5814827344517944,0.937186940758632,0.9646546513654434,0.1594362745098039,0.33812217046553605,0
1696,0.5253676470588236,0.2945094041913009,0.8093735072908947,0.9376647005356913,0.40441176470588236,0.08673578915711505,1
673,0.38020833333333326,0.6391799536815018,0.9241816552045788,0.9607350932559013,0.18667279411764703,0.4085510131882868,0
1578,0.37565870098039206,0.4791603378965294,0.8896604595221052,0.955723925182144,0.24450061274509796,0.2295946294131162,1
520,0.31614583333333346,0.5854329362691839,0.9287364729232164,0.9649531596829749,0.16936274509803925,0.3427317228687584,0
114,0.3989276960784313,0.6605643729975924,0.936129453024025,0.9561466100651884,0.16862745098039217,0.4363452908737024,0
1853,0.35297181372549025,0.41346773899945455,0.8955777279558638,0.9683923847995672,0.23131127450980393,0.17095557119332105,1
478,0.22441789215686275,0.6217953592443286,0.9269662602031763,0.982294877009922,0.15894607843137254,0.3866294687777837,0
1503,0.5016390931372549,0.32308102466877753,0.8647360262719799,0.9563461789836029,0.30470281862745097,0.10438134850102725,1
1900,0.3348345588235294,0.4078796197790778,0.901525365488925,0.9660275664647421,0.21920955882352944,0.16636578423112505,1
1996,0.44025735294117646,0.3337222783990686,0.8412905077189248,0.9637904545865592,0.3373774509803922,0.11137055909986543,1
1984,0.27496936274509803,0.5966929784279973,0.9398619360227276,0.969021285349851,0.1439950980392157,0.3560425105052744,1
1520,0.39482230392156864,0.3879225579103358,0.8675846059577678,0.9467344249011409,0.28599877450980393,0.15048391093569785,1
1854,0.38655024509803926,0.4138345388029685,0.8975871192842431,0.9759760476184471,0.23125,0.17125902550626565,1
1420,0.2735600490196078,0.44273371541237916,0.9220517399802648,0.9773765055050398,0.17362132352941173,0.19601314276284956,1
1277,0.31550245098039215,0.587645180697767,0.9384810184652312,0.9766597628785869,0.14938725490196078,0.3453268583973112,1
753,0.33973651960784307,0.5768419441181427,0.9365641317138936,0.9669073451103383,0.15738357843137252,0.3327466284939985,0
1492,0.26341911764705883,0.32439475208841145,0.8920844266378435,0.9744234743552184,0.22362132352941178,0.10523195518250192,1
831,0.35340073529411764,0.631012683948097,0.9291020493727022,0.9623513842346989,0.17405024509803918,0.3981770073033809,0
349,0.3032935049019607,0.69911872272918,0.9454646674930518,0.9630676276912173,0.13818933823529408,0.48876698847048,0
1068,0.42712928921568627,0.47956363422056775,0.8841098634276077,0.9572008321503997,0.26217830882352944,0.2299812792668385,1
1385,0.39417892156862744,0.44228387490005994,0.9133202631364395,0.9634383709925557,0.20637254901960783,0.19561502599661185,1
347,0.2928308823529412,0.660611911575603,0.9464045048342193,0.9736319345825396,0.13419117647058823,0.4364080977155722,0
488,0.2744332107843137,0.6602850281910375,0.9397386236757455,0.9649929369700786,0.14361213235294118,0.4359763184532392,0
154,0.48287377450980395,0.5422755353591925,0.8994665726829438,0.9518132881138235,0.24371936274509803,0.29406275624909883,0
1829,0.3164522058823529,0.4157467503505341,0.8995376547112056,0.9630850801749333,0.21942401960784313,0.1728453604270293,1
1199,0.2674938725490196,0.35852570427221614,0.8887259476754501,0.9749883426179056,0.22993259803921565,0.1285406806238886,1
615,0.5666053921568628,0.568053090388756,0.9064826226779081,0.9475185873738912,0.24276960784313725,0.3226843135002162,0
913,0.4969975490196079,0.6997721660555767,0.9305016454270347,0.9613019913452203,0.1904105392156863,0.4896810843861136,0
410,0.5944546568627451,0.5697705724817259,0.9035400355522546,0.9455883377006792,0.25018382352941176,0.3246385052661536,0
613,0.22971813725490192,0.6933565929776835,0.9458325327256988,0.9693322431005859,0.12742034313725487,0.48074336502562104,0
606,0.24286151960784313,0.6140183030648781,0.9427595107001465,0.9806646145078849,0.13403799019607843,0.3770184764986725,0
1001,0.24041053921568628,0.4396602016090845,0.92129559544406,0.9752454614882313,0.17104779411764706,0.1933010928789408,1
687,0.3438265931372549,0.6510941501336679,0.9392045101021635,0.968547831718788,0.15412071078431372,0.4239235923382833,0
1532,0.303125,0.5963023647909007,0.9352648884244906,0.9663469050458239,0.15487132352941177,0.35557651025522036,1
598,0.2551470588235295,0.5730705253060929,0.9442551493968019,0.9712589795829015,0.13302696078431375,0.3284098269746013,0
374,0.2683057598039216,0.5936975092485695,0.9406319015690232,0.9799040130071878,0.14122242647058825,0.35247673248795525,0
1703,0.2456188725490196,0.4328650048889357,0.9090223111303344,0.9699276479509985,0.1924325980392157,0.18737211245749832,1
36,0.25533088235294116,0.6636346367531353,0.9458963830579314,0.974096907423409,0.12965686274509802,0.4404109310984658,0
1190,0.15746017156862743,0.6130475080958849,0.9514637708184962,0.9841872567635149,0.10672487745098039,0.3758272471825741,1
515,0.5147365196078431,0.6658778612691084,0.9194402121295504,0.951506896150542,0.21317401960784313,0.44339332612832194,0
1451,0.6050551470588234,0.5398961085994936,0.8713438502632919,0.9543005688825927,0.3094056372549019,0.29148780808087615,1
479,0.26868872549019607,0.6731109004372485,0.9526114094531049,0.976825552832482,0.12015931372549019,0.45307828428744357,0
1785,0.18514093137254897,0.6680851840799086,0.9586021449900125,0.9780391267438843,0.09837622549019605,0.4463378131870854,1
1527,0.34558823529411775,0.36911143207863134,0.9043398179254583,0.9602679114636941,0.21504289215686279,0.13624324929113807,1
1407,0.22735906862745098,0.5457973863403104,0.9410372443660721,0.9746077440459086,0.13520220588235293,0.29789478693591404,1
1182,0.19926470588235295,0.567432866017949,0.9463271622700686,0.9813955183318204,0.12138480392156864,0.32198005743734365,1
326,0.2955269607843136,0.6057058299296212,0.9397057041570449,0.96787962744194,0.14623161764705878,0.3668795524107312,0
351,0.45701593137254903,0.6712154594434883,0.9445933029366205,0.9630210945308787,0.15738357843137257,0.45053019299593305,0
784,0.27245710784313726,0.523603212172622,0.9315603954450192,0.9766484802798304,0.15793504901960786,0.2741603237974878,0
682,0.5788602941176471,0.5456030879154499,0.9029858107208887,0.9655729439221378,0.25174632352941173,0.2976827295428741,0
640,0.2345588235294117,0.6508758965714653,0.9452961121222365,0.9788139264802307,0.12781862745098035,0.4236394327377088,0
1406,0.19537377450980392,0.6124933287136735,0.9499003350652356,0.9776246293481556,0.11531862745098038,0.375148077718756,1
1046,0.3481311274509804,0.6521246402830141,0.9338276684573181,0.9576302299391042,0.16501225490196078,0.42526654646425055,1
1700,0.301593137254902,0.5885303474397874,0.9365975677234329,0.9664406776397526,0.15174632352941178,0.3463679698575969,1
1232,0.468688725490196,0.43157404363666424,0.8921554533639309,0.9623566788382791,0.25425857843137256,0.18625615514090135,1
1886,0.2551776960784313,0.5994810404887907,0.9471382235892399,0.9737075372279235,0.1280330882352941,0.35937751790552314,1
171,0.4356617647058824,0.6150363571918591,0.9303335903610559,0.9473147607086878,0.1829963235294118,0.37826972066783215,0
1408,0.33204656862745097,0.5704688326724219,0.9240011543017602,0.9598234003874437,0.18036151960784313,0.32543468905063566,1
1752,0.38299632352941176,0.3635917708496835,0.8809902764838966,0.9632460557181889,0.26155024509803915,0.1321989758296088,1
976,0.3049632352941176,0.5930729658007948,0.9322206269018551,0.9663429542992049,0.16124387254901962,0.3517355427637507,0
680,0.27647058823529413,0.5979579563046132,0.9341820071002599,0.975813147267388,0.1529718137254902,0.35755371750798975,0
464,0.4849877450980392,0.7675020561783438,0.9548428511523235,0.9545281323766186,0.14316789215686276,0.5890594062379856,0
1870,0.3339001225490196,0.4914177222425689,0.8961321406872337,0.9587190482909028,0.22761948529411763,0.24149137773407459,1
103,0.20180759803921572,0.6326267532005977,0.9509876904702812,0.9822040062902596,0.11433823529411764,0.40021660886512994,0
1777,0.34021139705882353,0.42738619521187976,0.9051769450404291,0.9704796010328365,0.2125765931372549,0.182658959857687,1
1923,0.26560968137254903,0.37145293473000984,0.9062803669261823,0.9721744758352912,0.20035232843137254,0.13797728271953696,1
1939,0.27815563725490194,0.6215521873441975,0.9482313618932348,0.9709737038400407,0.12849264705882352,0.3863271215923563,1
1937,0.42199754901960784,0.3249666375286178,0.8785974108091323,0.9547656364890985,0.2693014705882353,0.1056033155066561,1
872,0.48900122549019603,0.5370871015815286,0.8999879621853021,0.9553463433767214,0.2442095588235294,0.28846255468524723,0
1589,0.3237745098039216,0.5276283538167065,0.9181592843508933,0.9627451592262232,0.18799019607843137,0.2783916797513276,1
768,0.30248161764705883,0.6502892584883373,0.9446399826180321,0.9724326988932885,0.13728553921568626,0.4228761197053115,0
1254,0.303125,0.5963023647909007,0.9352648884244906,0.9663469050458239,0.15487132352941177,0.35557651025522036,1
1508,0.3403645833333333,0.40437695452809347,0.8960832626319759,0.9707917350456254,0.22930453431372544,0.16352072135341578,1
1533,0.14212622549019607,0.6047261826239926,0.9520509909280455,0.9834645885101831,0.10349264705882352,0.36569375595098647,1
633,0.319546568627451,0.4971119472654995,0.9159604968623136,0.9741455386646316,0.1924019607843137,0.24712028811409675,0
220,0.21020220588235294,0.7172750275695527,0.9631867192501924,0.9670109733841786,0.09365808823529412,0.5144834651749026,0
313,0.4160845588235294,0.5419277131473561,0.9160134395524752,0.9555510920192669,0.20517769607843137,0.29368564627712307,0
611,0.31115196078431373,0.627981992679237,0.9303930643279692,0.9682951968450109,0.166421568627451,0.3943613831293853,0
1110,0.2763174019607843,0.5877734376951266,0.944165541514698,0.9689416687973307,0.1363970588235294,0.3454776140599468,1
944,0.29185049019607845,0.6975998125186719,0.9583524828728116,0.9580418283138625,0.11164215686274512,0.4866454984260862,0
1428,0.3048253676470588,0.3908968074673689,0.9103995666422678,0.9700755323391237,0.19912683823529415,0.15280031408818123,1
1434,0.48578431372549025,0.43466064364560714,0.8645826217487119,0.9609985764348135,0.30373774509803925,0.18892987513441348,1
845,0.3130821078431373,0.6096408345721013,0.9410146798798401,0.9779040026174547,0.14525122549019606,0.3716619471777682,0
1498,0.46688112745098026,0.3941258344133838,0.8736153314863304,0.9467290549381558,0.28446691176470584,0.155335173352046,1
813,0.29592524509803914,0.6095951306595316,0.9309272011314615,0.9697591894771047,0.16099877450980388,0.3716062233238115,0
953,0.3075367647058823,0.658550804743083,0.9343830439935543,0.9609377487265874,0.15762867647058823,0.43368916242776223,0
104,0.3186274509803922,0.6501152080204543,0.9434955638363944,0.9771269261212897,0.14255514705882352,0.42264978369947853,0
1593,0.30353860294117646,0.5141920588662915,0.916461501031408,0.9640336832392732,0.18944546568627452,0.2643934734011558,1
513,0.49895833333333334,0.6196057578795247,0.9289835034662026,0.9546341727746742,0.19175857843137253,0.3839112951974601,0
1178,0.3222732843137255,0.558230952074281,0.931848321946181,0.97719820618632,0.16253063725490197,0.3116217958537582,1
1679,0.396047794117647,0.36544607202866247,0.8775388025685386,0.9614165555613992,0.26945465686274506,0.13355083156117836,1
637,0.3867647058823529,0.6169251268988679,0.9271057157270393,0.9538654729694557,0.18060661764705882,0.3805966121991842,0
1458,0.23750000000000002,0.41214304065406326,0.9198316475911632,0.9795976163687462,0.1728247549019608,0.16986188595957685,1
237,0.632843137254902,0.6026578238666565,0.9053397728144699,0.9379075477069377,0.25131740196078434,0.36319645266769385,0
1093,0.29004289215686274,0.35909939409278147,0.894421447457239,0.9776151783767192,0.2235906862745098,0.12895237483780275,1
401,0.3521752450980392,0.5988757790476299,0.9381774713477785,0.9612625765845525,0.15591299019607843,0.35865219872990556,0
1891,0.2850796568627451,0.4832243870284739,0.9364741765071568,0.9730568924670783,0.15094975490196078,0.23350580821904435,1
1484,0.40637254901960784,0.3254246938480409,0.8610556248456335,0.9548480149964259,0.2986519607843137,0.10590123136609114,1
202,0.20554534313725487,0.6631473469957896,0.9596716939940337,0.9735933209131432,0.09950980392156861,0.43976440382755416,0
1360,0.2193627450980392,0.6308117283450564,0.9436260868600833,0.9738325787174041,0.1298406862745098,0.39792343661767715,1
1372,0.5494332107843137,0.32957736571301166,0.8309327545413726,0.943111397861852,0.3717984068627451,0.10862123999032823,1
1301,0.23224571078431372,0.3695160253596386,0.9064582432237602,0.9726625480715783,0.1945925245098039,0.13654209299758507,1
1782,0.35988051470588234,0.38112740541855533,0.8955613738364063,0.9664338673692334,0.23230698529411764,0.14525809916107985,1
1326,0.19966299019607842,0.6793147149326442,0.9561273546886652,0.9738171981022778,0.10481004901960785,0.46146848192401957,1
1835,0.2374540441176471,0.42790985976431944,0.9173672685986158,0.9818516847231056,0.17715992647058823,0.18310684808351954,1
33,0.47720588235294115,0.655030893728406,0.9341203739506077,0.9592612605851533,0.17901348039215687,0.4290654717386343,0
1510,0.21822916666666667,0.705949075907139,0.9504521520039472,0.9753433354855351,0.1174938725490196,0.4983640977741434,1
1390,0.22444852941176474,0.5235983899009056,0.9360474614053766,0.9759842015839425,0.14356617647058825,0.27415527390682076,1
238,0.36078431372549014,0.6836041475358545,0.9315926988840052,0.9695587155912868,0.1716605392156863,0.46731463052822236,0
1267,0.3229473039215686,0.4029430412109928,0.887971419941035,0.971016618659696,0.23970588235294116,0.16236309446036384,1
1816,0.21973039215686269,0.437651843680811,0.9060182381776238,0.9691209853657121,0.19322916666666662,0.19153913627721303,1
1998,0.33598345588235295,0.4395935111131596,0.9068056390458532,0.963617255138488,0.20951286764705884,0.19324245501279558,1
1147,0.22696078431372552,0.5190717438434326,0.94078988665602,0.9754676699237838,0.13569240196078436,0.2694354752566621,1
1813,0.2512714460784314,0.4767666524434282,0.9124986760824239,0.9694199994100303,0.18730085784313724,0.22730644088211263,1
1048,0.3196997549019608,0.4039166752119245,0.8955266696610771,0.9670242300465354,0.2271752450980392,0.1631486805142553,1
1620,0.20726102941176472,0.5907281394388839,0.9474737303429995,0.978398989056065,0.12080269607843139,0.3489597347249255,1
1223,0.44840686274509806,0.34658267149857713,0.8626086765665053,0.9612260549147136,0.30064338235294114,0.12011954818309065,1
1122,0.4020526960784314,0.37366400158916524,0.8865250829832361,0.972359073458449,0.25318627450980397,0.1396247860836277,1
1704,0.4518382352941176,0.3805304749848544,0.8607212212878302,0.9588559107653746,0.3067401960784314,0.14480344239219892,1
1728,0.4069393382352941,0.3641457528868546,0.8953494437635332,0.9621694542671302,0.23904718137254902,0.13260212934553417,1
1108,0.5524816176470588,0.37335977774627077,0.8455822565895015,0.9422981886352375,0.34757965686274506,0.13939752363874472,1
1283,0.6524816176470588,0.3137413080753085,0.8224726081135034,0.9357089409023995,0.3980698529411765,0.09843360839280564,1
53,0.14446997549019608,0.578693897211021,0.9528516838013485,0.9856589799325439,0.10234375,0.33488662666927976,0
1680,0.44010416666666663,0.3609372431941263,0.8496466457057936,0.9491652304888419,0.323468137254902,0.13027569352457588,1
724,0.41302083333333334,0.7004760685488787,0.9376133460033762,0.9600636083682801,0.16528799019607843,0.4906667226096933,0
837,0.5129901960784314,0.5953248089350556,0.9217297318279154,0.944508764046836,0.20646446078431374,0.3544116281335605,0
777,0.38550857843137254,0.6434005121882919,0.9260076583021002,0.9685702350295127,0.18333333333333335,0.41396421908415637,0
1005,0.25170036764705883,0.4115660606241303,0.9125350646136221,0.978624397419915,0.18723958333333335,0.16938662225766532,1
188,0.33382352941176474,0.6548183673118901,0.9504233170154449,0.9660710797735544,0.13177083333333334,0.42878709416900945,0
1650,0.37259497549019605,0.328787795938118,0.8531244606539264,0.9506182286127778,0.30632659313725485,0.10810141475784554,1
990,0.303125,0.5963023647909007,0.9352648884244906,0.9663469050458239,0.15487132352941177,0.35557651025522036,0
460,0.3223345588235294,0.6138525848616381,0.9295581291049502,0.9623214231952865,0.1681372549019608,0.3768149959413146,0
931,0.5292279411764707,0.6517693169071274,0.9289787333913633,0.9432573305466951,0.1948835784313726,0.4248032424615834,0
540,0.5285845588235294,0.7048131027502448,0.9437506912771835,0.9240612570494557,0.169546568627451,0.49676150980842704,0
1871,0.19856004901960783,0.5861240643970697,0.9469133154897645,0.9774808171279044,0.12083333333333333,0.34354141886534023,1
1990,0.3683670343137255,0.2987889044430074,0.8747776404840094,0.962602479433368,0.2689797794117647,0.08927480941825258,1
1745,0.5143075980392157,0.37007297567223774,0.8455414199050661,0.9447362996697142,0.34212622549019606,0.13695400732290466,1
1365,0.26885723039215687,0.40880128671984506,0.9105813661720343,0.9754942958004454,0.1935814950980392,0.16711849202380097,1
